,Protein Name,Protein Id,Antibody Id,Reliability Verification,Tissue,Organ,Staining Level,Intensity Level,Quantity,SnomedParameters,URL,IF Verification,locations,IF Organ,cytoplasm,cytoskeleton,endoplasmic reticulum,golgi apparatus,lysosomes,mitochondria,nucleoli,nucleus,plasma membrane,vesicles,Pair Idx
2171378,TUFM,ENSG00000178952,HPA018991,enhanced,Cerebellum,Brain,medium;low;high,moderate;moderate;strong,>75%;<25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000178952/Brain/Cerebellum/HPA018991/43484_B_8_8.jpg,enhanced,mitochondria,Brain,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-831066
2171439,TUFM,ENSG00000178952,HPA018991,enhanced,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Anal",ENSG00000178952/Skin/Skin 2/HPA018991/43484_B_6_8.jpg,enhanced,mitochondria,Skin,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-831088
2171440,TUFM,ENSG00000178952,HPA018991,enhanced,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Vulva",ENSG00000178952/Skin/Skin 2/HPA018991/43484_B_5_8.jpg,enhanced,mitochondria,Skin,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-831088
2171441,TUFM,ENSG00000178952,HPA018991,enhanced,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Vulva",ENSG00000178952/Skin/Skin 2/HPA018991/43484_B_4_8.jpg,enhanced,mitochondria,Skin,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-831088
2171555,TUFM,ENSG00000178952,HPA024087,supported,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Anal;Peripheral nerve tissue",ENSG00000178952/Skin/Skin 2/HPA024087/58883_B_6_8.jpg,enhanced,mitochondria,Skin,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-831135
2171556,TUFM,ENSG00000178952,HPA024087,supported,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Vulva",ENSG00000178952/Skin/Skin 2/HPA024087/58883_B_5_8.jpg,enhanced,mitochondria,Skin,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-831135
2171557,TUFM,ENSG00000178952,HPA024087,supported,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Vulva",ENSG00000178952/Skin/Skin 2/HPA024087/58883_B_4_8.jpg,enhanced,mitochondria,Skin,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-831135
2195299,ZNF609,ENSG00000180357,HPA040742,approved,Cerebellum,Brain,medium;medium;high,moderate;moderate;strong,75%-25%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000180357/Brain/Cerebellum/HPA040742/87965_B_7_8.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-840278
2195300,ZNF609,ENSG00000180357,HPA040742,approved,Cerebellum,Brain,medium;medium;high,moderate;moderate;strong,75%-25%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000180357/Brain/Cerebellum/HPA040742/87965_B_9_8.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-840278
2195301,ZNF609,ENSG00000180357,HPA040742,approved,Cerebellum,Brain,medium;medium;high,moderate;moderate;strong,75%-25%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000180357/Brain/Cerebellum/HPA040742/87965_B_8_8.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-840278
2195302,ZNF609,ENSG00000180357,HPA040742,approved,Cerebral cortex,Brain,low;medium;high;not detected,weak;moderate;strong;negative,>75%;>75%;>75%;none,"Normal tissue, NOS;Cerebral cortex",ENSG00000180357/Brain/Cerebral cortex/HPA040742/87965_B_7_5.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-840279
2195303,ZNF609,ENSG00000180357,HPA040742,approved,Cerebral cortex,Brain,low;medium;high;not detected,weak;moderate;strong;negative,>75%;>75%;>75%;none,"Normal tissue, NOS;Cerebral cortex",ENSG00000180357/Brain/Cerebral cortex/HPA040742/87965_B_8_5.jpg,enhanced,nucleoplasm,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-840279
2204892,SCRIB,ENSG00000180900,HPA023557,supported,Cerebellum,Brain,medium;high;high,moderate;strong;strong,>75%;>75%;75%-25%,"Normal tissue, NOS;Cerebellum",ENSG00000180900/Brain/Cerebellum/HPA023557/51508_B_9_8.jpg,enhanced,nucleoplasm;plasma membrane,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,N-843966
2204893,SCRIB,ENSG00000180900,HPA023557,supported,Cerebellum,Brain,medium;high;high,moderate;strong;strong,>75%;>75%;75%-25%,"Normal tissue, NOS;Cerebellum",ENSG00000180900/Brain/Cerebellum/HPA023557/51508_B_8_8.jpg,enhanced,nucleoplasm;plasma membrane,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,N-843966
2204894,SCRIB,ENSG00000180900,HPA023557,supported,Cerebellum,Brain,medium;high;high,moderate;strong;strong,>75%;>75%;75%-25%,"Normal tissue, NOS;Cerebellum",ENSG00000180900/Brain/Cerebellum/HPA023557/51508_B_7_8.jpg,enhanced,nucleoplasm;plasma membrane,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,N-843966
2204895,SCRIB,ENSG00000180900,HPA023557,supported,Cerebral cortex,Brain,medium;low;high;low,moderate;moderate;strong;weak,75%-25%;<25%;>75%;>75%,"Normal tissue, NOS;Cerebral cortex",ENSG00000180900/Brain/Cerebral cortex/HPA023557/51508_B_9_5.jpg,enhanced,nucleoplasm;plasma membrane,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,N-843967
2204896,SCRIB,ENSG00000180900,HPA023557,supported,Cerebral cortex,Brain,medium;low;high;low,moderate;moderate;strong;weak,75%-25%;<25%;>75%;>75%,"Normal tissue, NOS;Cerebral cortex",ENSG00000180900/Brain/Cerebral cortex/HPA023557/51508_B_7_5.jpg,enhanced,nucleoplasm;plasma membrane,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,N-843967
2204897,SCRIB,ENSG00000180900,HPA023557,supported,Cerebral cortex,Brain,medium;low;high;low,moderate;moderate;strong;weak,75%-25%;<25%;>75%;>75%,"Normal tissue, NOS;Cerebral cortex",ENSG00000180900/Brain/Cerebral cortex/HPA023557/51508_B_8_5.jpg,enhanced,nucleoplasm;plasma membrane,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,N-843967
2204969,SCRIB,ENSG00000180900,HPA023557,supported,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Anal;Peripheral nerve tissue",ENSG00000180900/Skin/Skin 2/HPA023557/51508_B_6_8.jpg,enhanced,nucleoplasm;plasma membrane,Skin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,N-843994
2204970,SCRIB,ENSG00000180900,HPA023557,supported,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Vulva",ENSG00000180900/Skin/Skin 2/HPA023557/51508_B_5_8.jpg,enhanced,nucleoplasm;plasma membrane,Skin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,N-843994
2204971,SCRIB,ENSG00000180900,HPA023557,supported,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Vulva",ENSG00000180900/Skin/Skin 2/HPA023557/51508_B_4_8.jpg,enhanced,nucleoplasm;plasma membrane,Skin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,N-843994
2212680,SAGE1,ENSG00000181433,HPA003033,supported,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Vascular tissue",ENSG00000181433/Connective & soft tissue/Adipose tissue/HPA003033/9922_B_2_7.jpg,enhanced,nucleoplasm,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-846923
2212681,SAGE1,ENSG00000181433,HPA003033,supported,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Adenocarcinoma, NOS;Colon;Peripheral nerve tissue",ENSG00000181433/Connective & soft tissue/Adipose tissue/HPA003033/9922_B_3_8.jpg,enhanced,nucleoplasm,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-846923
2212682,SAGE1,ENSG00000181433,HPA003033,supported,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Soft tissue",ENSG00000181433/Connective & soft tissue/Adipose tissue/HPA003033/9922_B_3_7.jpg,enhanced,nucleoplasm,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-846923
2212683,SAGE1,ENSG00000181433,HPA003033,supported,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Breast",ENSG00000181433/Connective & soft tissue/Adipose tissue/HPA003033/9922_B_1_8.jpg,enhanced,nucleoplasm,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-846923
2216937,ZBTB20,ENSG00000181722,HPA016815,approved,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Squamous cell carcinoma, NOS;Oral tissue;Head-Neck",ENSG00000181722/Connective & soft tissue/Adipose tissue/HPA016815/37991_B_3_8.jpg,enhanced,nucleus,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848600
2216938,ZBTB20,ENSG00000181722,HPA016815,approved,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Breast;Soft tissue",ENSG00000181722/Connective & soft tissue/Adipose tissue/HPA016815/37991_B_1_7.jpg,enhanced,nucleus,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848600
2216939,ZBTB20,ENSG00000181722,HPA016815,approved,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Soft tissue",ENSG00000181722/Connective & soft tissue/Adipose tissue/HPA016815/37991_B_2_8.jpg,enhanced,nucleus,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848600
2216940,ZBTB20,ENSG00000181722,HPA016815,approved,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Squamous cell carcinoma, NOS;Skin;Peripheral nerve tissue",ENSG00000181722/Connective & soft tissue/Adipose tissue/HPA016815/37991_B_3_7.jpg,enhanced,nucleus,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848600
2216941,ZBTB20,ENSG00000181722,HPA016815,approved,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Soft tissue;Vascular tissue",ENSG00000181722/Connective & soft tissue/Adipose tissue/HPA016815/37991_B_2_7.jpg,enhanced,nucleus,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848600
2216942,ZBTB20,ENSG00000181722,HPA016815,approved,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Cartilage tissue;Bronchus",ENSG00000181722/Connective & soft tissue/Adipose tissue/HPA016815/37991_B_1_8.jpg,enhanced,nucleus,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848600
2216960,ZBTB20,ENSG00000181722,HPA016815,approved,Cerebral cortex,Brain,medium;high;not detected;not detected,moderate;strong;negative;negative,>75%;>75%;none;none,"Normal tissue, NOS;Developmental malformation;Cerebral cortex",ENSG00000181722/Brain/Cerebral cortex/HPA016815/37991_B_8_5.jpg,enhanced,nucleus,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848608
2216961,ZBTB20,ENSG00000181722,HPA016815,approved,Cerebral cortex,Brain,medium;high;not detected;not detected,moderate;strong;negative;negative,>75%;>75%;none;none,"Normal tissue, NOS;Cerebral cortex",ENSG00000181722/Brain/Cerebral cortex/HPA016815/37991_B_7_5.jpg,enhanced,nucleus,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848608
2216962,ZBTB20,ENSG00000181722,HPA016815,approved,Cerebral cortex,Brain,medium;high;not detected;not detected,moderate;strong;negative;negative,>75%;>75%;none;none,"Normal tissue, NOS;Cerebral cortex",ENSG00000181722/Brain/Cerebral cortex/HPA016815/37991_B_9_5.jpg,enhanced,nucleus,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848608
2216990,ZBTB20,ENSG00000181722,HPA016815,approved,Hippocampus,Brain,high;low,strong;moderate,>75%;<25%,"Normal tissue, NOS;Hippocampus",ENSG00000181722/Brain/Hippocampus/HPA016815/37991_B_9_6.jpg,enhanced,nucleus,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848619
2216991,ZBTB20,ENSG00000181722,HPA016815,approved,Hippocampus,Brain,high;low,strong;moderate,>75%;<25%,"Normal tissue, NOS;Hippocampus",ENSG00000181722/Brain/Hippocampus/HPA016815/37991_B_8_6.jpg,enhanced,nucleus,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848619
2216992,ZBTB20,ENSG00000181722,HPA016815,approved,Hippocampus,Brain,high;low,strong;moderate,>75%;<25%,"Normal tissue, NOS;Hippocampus",ENSG00000181722/Brain/Hippocampus/HPA016815/37991_B_7_6.jpg,enhanced,nucleus,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848619
2217035,ZBTB20,ENSG00000181722,HPA016815,approved,Skin 1,Skin,high;not detected;not detected;not detected,strong;negative;negative;negative,>75%;none;none;none,"Normal tissue, NOS;Skin",ENSG00000181722/Skin/Skin 1/HPA016815/37991_B_9_1.jpg,enhanced,nucleoplasm,Skin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848635
2217036,ZBTB20,ENSG00000181722,HPA016815,approved,Skin 1,Skin,high;not detected;not detected;not detected,strong;negative;negative;negative,>75%;none;none;none,"Normal tissue, NOS;Skin",ENSG00000181722/Skin/Skin 1/HPA016815/37991_B_7_1.jpg,enhanced,nucleoplasm,Skin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848635
2217044,ZBTB20,ENSG00000181722,HPA016815,approved,Soft tissue 1,Connective & soft tissue,high;high,strong;strong,>75%;>75%,"Squamous cell carcinoma, NOS;Oral tissue;Head-Neck",ENSG00000181722/Connective & soft tissue/Soft tissue 1/HPA016815/37991_B_3_8.jpg,enhanced,nucleus,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848639
2217045,ZBTB20,ENSG00000181722,HPA016815,approved,Soft tissue 1,Connective & soft tissue,high;high,strong;strong,>75%;>75%,"Normal tissue, NOS;Soft tissue",ENSG00000181722/Connective & soft tissue/Soft tissue 1/HPA016815/37991_B_2_8.jpg,enhanced,nucleus,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848639
2217046,ZBTB20,ENSG00000181722,HPA016815,approved,Soft tissue 1,Connective & soft tissue,high;high,strong;strong,>75%;>75%,"Normal tissue, NOS;Cartilage tissue;Bronchus",ENSG00000181722/Connective & soft tissue/Soft tissue 1/HPA016815/37991_B_1_8.jpg,enhanced,nucleus,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848639
2217047,ZBTB20,ENSG00000181722,HPA016815,approved,Soft tissue 2,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Breast;Soft tissue",ENSG00000181722/Connective & soft tissue/Soft tissue 2/HPA016815/37991_B_1_7.jpg,enhanced,nucleus,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848640
2217048,ZBTB20,ENSG00000181722,HPA016815,approved,Soft tissue 2,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Squamous cell carcinoma, NOS;Skin;Peripheral nerve tissue",ENSG00000181722/Connective & soft tissue/Soft tissue 2/HPA016815/37991_B_3_7.jpg,enhanced,nucleus,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848640
2217049,ZBTB20,ENSG00000181722,HPA016815,approved,Soft tissue 2,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Soft tissue;Vascular tissue",ENSG00000181722/Connective & soft tissue/Soft tissue 2/HPA016815/37991_B_2_7.jpg,enhanced,nucleus,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-848640
2223210,TNRC18,ENSG00000182095,HPA020730,uncertain,Cerebral cortex,Brain,not detected;low;medium;low,negative;moderate;strong;weak,none;<25%;<25%;>75%,"Normal tissue, NOS;Developmental malformation;Cerebral cortex",ENSG00000182095/Brain/Cerebral cortex/HPA020730/46751_B_8_5.jpg,enhanced,mitochondria;nucleus;cytoplasm,Brain,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,N-851028
2223211,TNRC18,ENSG00000182095,HPA020730,uncertain,Cerebral cortex,Brain,not detected;low;medium;low,negative;moderate;strong;weak,none;<25%;<25%;>75%,"Normal tissue, NOS;Cerebral cortex",ENSG00000182095/Brain/Cerebral cortex/HPA020730/46751_B_7_5.jpg,enhanced,mitochondria;nucleus;cytoplasm,Brain,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,N-851028
2223212,TNRC18,ENSG00000182095,HPA020730,uncertain,Cerebral cortex,Brain,not detected;low;medium;low,negative;moderate;strong;weak,none;<25%;<25%;>75%,"Normal tissue, NOS;Cerebral cortex",ENSG00000182095/Brain/Cerebral cortex/HPA020730/46751_B_9_5.jpg,enhanced,mitochondria;nucleus;cytoplasm,Brain,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,N-851028
2223279,TNRC18,ENSG00000182095,HPA020730,uncertain,Skin 1,Skin,low;medium;not detected;high,weak;moderate;negative;strong,>75%;75%-25%;none;>75%,"Normal tissue, NOS;Skin",ENSG00000182095/Skin/Skin 1/HPA020730/46751_B_7_1.jpg,enhanced,nucleus;cytoplasm,Skin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-851055
2223280,TNRC18,ENSG00000182095,HPA020730,uncertain,Skin 1,Skin,low;medium;not detected;high,weak;moderate;negative;strong,>75%;75%-25%;none;>75%,"Normal tissue, NOS;Skin",ENSG00000182095/Skin/Skin 1/HPA020730/46751_B_8_1.jpg,enhanced,nucleus;cytoplasm,Skin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-851055
2223311,TNRC18,ENSG00000182095,HPA024251,uncertain,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Vascular tissue",ENSG00000182095/Connective & soft tissue/Adipose tissue/HPA024251/52620_B_2_7.jpg,enhanced,nucleoplasm;mitochondria,Mesenchymal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,N-851069
2223312,TNRC18,ENSG00000182095,HPA024251,uncertain,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Soft tissue;Peripheral nerve tissue",ENSG00000182095/Connective & soft tissue/Adipose tissue/HPA024251/52620_B_3_7.jpg,enhanced,nucleoplasm;mitochondria,Mesenchymal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,N-851069
2223313,TNRC18,ENSG00000182095,HPA024251,uncertain,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Inflammation, NOS;Vascular tissue;Salivary gland",ENSG00000182095/Connective & soft tissue/Adipose tissue/HPA024251/52620_B_3_8.jpg,enhanced,nucleoplasm;mitochondria,Mesenchymal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,N-851069
2223314,TNRC18,ENSG00000182095,HPA024251,uncertain,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Soft tissue",ENSG00000182095/Connective & soft tissue/Adipose tissue/HPA024251/52620_B_2_8.jpg,enhanced,nucleoplasm;mitochondria,Mesenchymal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,N-851069
2223315,TNRC18,ENSG00000182095,HPA024251,uncertain,Adipose tissue,Connective & soft tissue,high,strong,>75%,"Normal tissue, NOS;Breast;Adipose tissue",ENSG00000182095/Connective & soft tissue/Adipose tissue/HPA024251/52620_B_1_7.jpg,enhanced,nucleoplasm;mitochondria,Mesenchymal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,N-851069
2223328,TNRC18,ENSG00000182095,HPA024251,uncertain,Cerebellum,Brain,medium;high;high,moderate;strong;strong,>75%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000182095/Brain/Cerebellum/HPA024251/52620_B_7_8.jpg,enhanced,nucleoplasm;cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-851076
2223329,TNRC18,ENSG00000182095,HPA024251,uncertain,Cerebellum,Brain,medium;high;high,moderate;strong;strong,>75%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000182095/Brain/Cerebellum/HPA024251/52620_B_9_8.jpg,enhanced,nucleoplasm;cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-851076
2223330,TNRC18,ENSG00000182095,HPA024251,uncertain,Cerebellum,Brain,medium;high;high,moderate;strong;strong,>75%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000182095/Brain/Cerebellum/HPA024251/52620_B_8_8.jpg,enhanced,nucleoplasm;cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-851076
2223331,TNRC18,ENSG00000182095,HPA024251,uncertain,Cerebral cortex,Brain,medium;medium;high;medium,moderate;strong;strong;moderate,>75%;<25%;>75%;>75%,"Normal tissue, NOS;Cerebral cortex",ENSG00000182095/Brain/Cerebral cortex/HPA024251/52620_B_7_5.jpg,enhanced,nucleoplasm;cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-851077
2223332,TNRC18,ENSG00000182095,HPA024251,uncertain,Cerebral cortex,Brain,medium;medium;high;medium,moderate;strong;strong;moderate,>75%;<25%;>75%;>75%,"Normal tissue, NOS;Cerebral cortex",ENSG00000182095/Brain/Cerebral cortex/HPA024251/52620_B_9_5.jpg,enhanced,nucleoplasm;cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-851077
2223356,TNRC18,ENSG00000182095,HPA024251,uncertain,Hippocampus,Brain,medium;high,moderate;strong,75%-25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000182095/Brain/Hippocampus/HPA024251/52620_B_9_6.jpg,enhanced,nucleoplasm;cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-851088
2223357,TNRC18,ENSG00000182095,HPA024251,uncertain,Hippocampus,Brain,medium;high,moderate;strong,75%-25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000182095/Brain/Hippocampus/HPA024251/52620_B_8_6.jpg,enhanced,nucleoplasm;cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-851088
2223358,TNRC18,ENSG00000182095,HPA024251,uncertain,Hippocampus,Brain,medium;high,moderate;strong,75%-25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000182095/Brain/Hippocampus/HPA024251/52620_B_7_6.jpg,enhanced,nucleoplasm;cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-851088
2223405,TNRC18,ENSG00000182095,HPA024251,uncertain,Soft tissue 1,Connective & soft tissue,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Inflammation, NOS;Vascular tissue;Salivary gland",ENSG00000182095/Connective & soft tissue/Soft tissue 1/HPA024251/52620_B_3_8.jpg,enhanced,nucleoplasm;mitochondria,Mesenchymal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,N-851108
2223406,TNRC18,ENSG00000182095,HPA024251,uncertain,Soft tissue 1,Connective & soft tissue,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Soft tissue",ENSG00000182095/Connective & soft tissue/Soft tissue 1/HPA024251/52620_B_2_8.jpg,enhanced,nucleoplasm;mitochondria,Mesenchymal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,N-851108
2223407,TNRC18,ENSG00000182095,HPA024251,uncertain,Soft tissue 2,Connective & soft tissue,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Vascular tissue",ENSG00000182095/Connective & soft tissue/Soft tissue 2/HPA024251/52620_B_2_7.jpg,enhanced,nucleoplasm;mitochondria,Mesenchymal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,N-851109
2223408,TNRC18,ENSG00000182095,HPA024251,uncertain,Soft tissue 2,Connective & soft tissue,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Soft tissue;Peripheral nerve tissue",ENSG00000182095/Connective & soft tissue/Soft tissue 2/HPA024251/52620_B_3_7.jpg,enhanced,nucleoplasm;mitochondria,Mesenchymal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,N-851109
2223409,TNRC18,ENSG00000182095,HPA024251,uncertain,Soft tissue 2,Connective & soft tissue,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Breast;Adipose tissue",ENSG00000182095/Connective & soft tissue/Soft tissue 2/HPA024251/52620_B_1_7.jpg,enhanced,nucleoplasm;mitochondria,Mesenchymal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,N-851109
2227220,SHMT2,ENSG00000182199,HPA020543,enhanced,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Anal",ENSG00000182199/Skin/Skin 2/HPA020543/48032_B_6_8.jpg,enhanced,microtubules;mitochondria,Skin,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-852585
2227221,SHMT2,ENSG00000182199,HPA020543,enhanced,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Vulva",ENSG00000182199/Skin/Skin 2/HPA020543/48032_B_5_8.jpg,enhanced,microtubules;mitochondria,Skin,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-852585
2227222,SHMT2,ENSG00000182199,HPA020543,enhanced,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Vulva",ENSG00000182199/Skin/Skin 2/HPA020543/48032_B_4_8.jpg,enhanced,microtubules;mitochondria,Skin,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N-852585
